"","GeoFIPS","GeoName","at_risk_SNAP_WIC_TANF_ACA","at_risk_SNAP_WIC_TANF","at_risk_SNAP_WIC_TANF_ACA_share","at_risk_SNAP_WIC_TANF_share","SNAP_inc_share","transfers_all_pce","transfers_snap_pce","personal_income_pce","population_2022","USDA_pop_on_snap","USDA_pop_share_snap","ACS_hh_on_snap","households","ACS_hh_share_on_snap","Typology","2024 margin","2024 Trump votes","2024 total votes","2024 Winner","trump_share","population_2024","state"
"19","01037","Coosa, AL",14836000,10989000,3.6836747361887,2.72849162011173,1.49993792675357,148338000,6041000,402750000,10307,1537,14.9353804295015,573,4201,13.6396096167579,"Rural Deep South",43.5446906035141,3758,5268,"Trump",71.336370539104,10291,"01"
"20","01039","Covington, AL",58995000,42565000,3.77668066931014,2.72488198473067,1.44467077996986,561466000,22567000,1562086000,37603,7543,19.9825156299671,1994,14495,13.7564677474991,"Other rural",72.7620504973221,14677,17095,"Trump",85.8555133079848,37748,"01"
"21","01041","Crenshaw, AL",23711000,17863000,3.80192349011798,2.86423007481665,1.50002084475786,197316000,9355000,623658000,13048,3003,22.899191703523,934,5075,18.4039408866995,"Rural Deep South",54.8706829797119,5000,6486,"Trump",77.0891150169596,13114,"01"
"22","01043","Cullman, AL",107269000,67028000,2.40855997666637,1.50501037686557,0.605345225283402,1111476000,26960000,4453657000,90663,8339,9.00501058269621,3571,34543,10.3378397938801,"Appalachia + Ozarks",81.1009989939873,38704,43146,"Trump",89.7047234969638,92604,"01"
"23","01045","Dale, AL",74840000,58557000,3.43554429552291,2.68807011374847,1.41755221600411,679989000,30880000,2178403000,49495,9315,18.6050692072623,3463,19769,17.5173251049623,"Rural Deep South",52.7004219409283,14476,19139,"Trump",75.6361356392706,50067,"01"
"24","01047","Dallas, AL",90588000,76337000,5.89270346343015,4.96568314001708,2.68517801769476,642559000,41279000,1537291000,36729,12886,36.2526375017583,5012,15416,32.5116761805916,"Rural Deep South",-32.7110073901206,5190,15547,"Harris",33.382646169679,35545,"01"
"25","01049","DeKalb, AL",128066000,87677000,4.38571377692057,3.00256295050259,1.5521192628127,910871000,45323000,2920072000,72082,13632,18.6428161155329,4216,25946,16.2491328143066,"Appalachia + Ozarks",74.4275458473682,25633,29660,"Trump",86.4227916385705,73122,"01"
"26","01051","Elmore, AL",98723000,66890000,2.24630515419442,1.52198932127331,0.688478888968274,1065927000,30258000,4394906000,89600,9493,10.4270556446475,3513,32529,10.799594208245,"Appalachia + Ozarks",52.49343832021,31374,41624,"Trump",75.3747837785893,91042,"01"
"27","01053","Escambia, AL",61022000,46873000,4.28518660526312,3.29159240517352,1.78691059548237,496045000,25446000,1424022000,36636,8061,22.006552006552,1999,12781,15.6404037242782,"Rural Deep South",46.6056034482759,10884,14957,"Trump",72.7686033295447,36630,"01"
"28","01055","Etowah, AL",154951000,104134000,3.49955846449535,2.35185975657956,1.20183480022495,1561799000,53214000,4427730000,102903,16460,15.9485306229229,6116,39160,15.6179775280899,"Appalachia + Ozarks",56.0989492119089,35653,46137,"Trump",77.2763725426447,103207,"01"
"29","01057","Fayette, AL",25880000,19700000,3.81968940670837,2.90756882968141,1.54912905768203,276508000,10496000,677542000,16082,3406,21.4713484208536,1073,6051,17.7326061807966,"Appalachia + Ozarks",72.4819277108434,7158,8369,"Trump",85.5299318915044,15863,"01"
"30","01059","Franklin, AL",46400000,35432000,3.45482554992409,2.63817626907134,1.30196292168044,393349000,17486000,1343049000,31910,5144,16.1385455229968,2212,11593,19.0804795997585,"Appalachia + Ozarks",73.8339591155611,10417,12097,"Trump",86.1122592378276,31874,"01"
"31","01061","Geneva, AL",39501000,28997000,3.57253971297405,2.62253953209054,1.37923674395216,385016000,15250000,1105684000,26760,4814,17.660222311897,1791,10550,16.9763033175355,"Other rural",77.4188311688312,10929,12401,"Trump",88.1299895169744,27259,"01"
"32","01063","Greene, AL",16702000,13717000,5.90577352833017,4.85028712059065,2.42001640689089,130275000,6844000,282808000,7452,2403,33.7168514101305,916,3037,30.1613434310174,"Rural Deep South",-55.9482329517173,885,4039,"Harris",21.9113641990592,7127,"01"
"33","01065","Hale, AL",29117000,23427000,4.61605289983623,3.71399083986892,1.83836760059419,243104000,11596000,630777000,14599,3629,24.0076739878275,1462,5541,26.3851290380798,"Rural Deep South",-6.89512228824098,3369,7305,"Harris",46.1190965092402,15116,"01"
"34","01067","Henry, AL",24483000,17241000,2.66450311147098,1.876350861613,0.985135896950345,267409000,9052000,918858000,17670,2642,14.5636954963894,936,6684,14.0035906642729,"Rural Deep South",51.0808473843493,6989,9320,"Trump",74.9892703862661,18141,"01"
"35","01069","Houston, AL",168856000,126435000,3.05767270211884,2.2895061359525,1.22264534973209,1504880000,67519000,5522370000,108047,21288,19.4649159702284,6807,42581,15.9860031469435,"Rural Deep South",48.1892243444924,32469,44349,"Trump",73.2124737874586,109366,"01"
"36","01071","Jackson, AL",70937000,47101000,3.09926228845679,2.05785912920765,0.995746744522869,704880000,22791000,2288835000,52923,7483,13.9140944589067,2871,21186,13.5514018691589,"Appalachia + Ozarks",71.9388410638571,20073,23556,"Trump",85.2139582272033,53780,"01"
"37","01073","Jefferson, AL",891440000,683711000,2.01928267261838,1.54873662319235,0.760397740516378,8145721000,335688000,44146370000,665084,104557,15.728912182735,37463,268911,13.9313750646125,"Metropolitan disproportionately black",-10.5679744914488,131123,298704,"Harris",43.8973030156945,664744,"01"
"38","01075","Lamar, AL",20981000,15347000,3.90535275865214,2.85665358119415,1.47346515597399,206545000,7916000,537237000,13706,2357,17.4038248541682,929,4987,18.6284339282134,"Appalachia + Ozarks",76.4293025296096,6033,6890,"Trump",87.5616835994195,13543,"01"
"39","01077","Lauderdale, AL",111987000,68066000,2.58942831040768,1.57386149621125,0.769010748993532,1187200000,33258000,4324777000,95875,10551,10.8213164858157,4177,38777,10.7718492921061,"Appalachia + Ozarks",52.0100385741507,32708,43637,"Trump",74.9547402433714,97502,"01"
"40","01079","Lawrence, AL",49405000,32957000,3.58238284110767,2.38972960822559,1.24696362146602,440398000,17197000,1379110000,33187,5302,15.795275121399,2070,13145,15.7474324838342,"Appalachia + Ozarks",62.7288061473106,13024,16122,"Trump",80.7840218335194,33567,"01"
"41","01081","Lee, AL",189009000,126899000,2.23932399804797,1.50346267123941,0.707332038852435,1591487000,59702000,8440449000,180698,18151,9.66265098723962,7133,67944,10.4983515836571,"Rural Deep South",28.157286474143,46020,73127,"Trump",62.9316121268478,187847,"01"
"42","01083","Limestone, AL",100007000,58795000,1.67167856539901,0.982794616903165,0.359519459483855,1116916000,21508000,5982430000,110868,6811,5.7263203914513,3243,40021,8.10324579595712,"Appalachia + Ozarks",44.4194556682168,37887,53332,"Trump",71.0399009975249,118942,"01"
"43","01085","Lowndes, AL",24683000,19983000,5.41304543291425,4.38232333532899,2.34719544903299,163053000,10703000,455991000,9783,3239,34.148655772272,1122,4161,26.9646719538572,"Rural Deep South",-37.4933333333333,1758,5655,"Harris",31.0875331564987,9485,"01"
"44","01087","Macon, AL",32283000,25409000,4.57195054594893,3.5984478339069,1.83158431405872,261998000,12933000,706110000,18532,3967,21.8459166253648,1581,7151,22.1087959725912,"Rural Deep South",-56.6829770795776,1682,7834,"Harris",21.4705131478172,18159,"01"
"45","01089","Madison, AL",412189000,247650000,1.66749166960097,1.00185670160213,0.484734398139997,4210495000,119822000,24719104000,403605,34996,8.26634857271084,12936,162469,7.96213431485391,"Metropolitan disproportionately black",9.11029008455194,105430,197617,"Trump",53.3506732720363,423355,"01"
"46","01091","Marengo, AL",33813000,26592000,3.85447100625712,3.03132206543014,1.62372711717761,308336000,14244000,877241000,18791,4621,24.9621866897148,1779,7615,23.3617859487853,"Rural Deep South",3.78142530646167,4995,9682,"Trump",51.5905804585829,18512,"01"
"47","01093","Marion, AL",45903000,32034000,3.71936585310518,2.59560738379564,1.35525157961435,361389000,16726000,1234162000,29182,5524,18.8384544555468,1934,10874,17.7855434982527,"Appalachia + Ozarks",82.1901502752567,12245,13543,"Trump",90.4157129144207,29323,"01"
"48","01095","Marshall, AL",146756000,102471000,3.21638022876021,2.24580731568922,1.01144721549568,1195546000,46150000,4562769000,99428,14217,13.9169505462234,4034,35963,11.2170842254539,"Appalachia + Ozarks",72.2259734413684,34434,40388,"Trump",85.2579974249777,102156,"01"
"49","01097","Mobile, AL",687833000,497025000,3.51338346909285,2.53875492848682,1.32599600255599,5375268000,259597000,19577510000,411398,83425,20.2321390894385,27089,160507,16.8771455450541,"Metropolitan disproportionately black",16.6097654125244,100759,175164,"Trump",57.5226644744354,412339,"01"
"50","01099","Monroe, AL",33072000,23768000,4.13917914790882,2.97472212105397,1.43254246876404,300515000,11446000,798999000,19412,3355,17.6050794983471,1078,7396,14.5754461871282,"Rural Deep South",23.2584384938956,6007,9815,"Trump",61.2022414671421,19057,"01"
"51","01101","Montgomery, AL",402282000,322607000,3.61221516727738,2.89678856739763,1.54783566280604,2911918000,172378000,11136712000,226301,50614,22.4060842696132,18272,90785,20.1266729085201,"Metropolitan disproportionately black",-31.0654467728985,30477,89798,"Harris",33.9395086750262,225894,"01"
"52","01103","Morgan, AL",161919000,111461000,2.82142771885149,1.94220045189821,0.9451806381812,1482354000,54243000,5738903000,124231,15474,12.2727705339298,6145,48752,12.6046110928782,"Appalachia + Ozarks",53.0970269298461,40449,53543,"Trump",75.5448891545113,126084,"01"
"53","01105","Perry, AL",21210000,18013000,6.89366017278028,5.85457334711415,3.30674675143171,150154000,10174000,307674000,7904,3185,41.2618214794663,1028,3195,32.1752738654147,"Rural Deep South",-42.8764348413234,1269,4465,"Harris",28.421052631579,7719,"01"
"54","01107","Pickens, AL",28541000,22080000,3.57796980519928,2.76800298864091,1.32633476539044,281058000,10580000,797687000,18749,3509,18.9593689215474,1245,6946,17.9239850273539,"Rural Deep South",23.460973681238,5465,8912,"Trump",61.3218132854578,18508,"01"
"55","01109","Pike, AL",49723000,39067000,3.2205746811519,2.53038213841806,1.31211716692024,420022000,20258000,1543917000,33008,6548,19.7681439439681,1867,12605,14.8115827052757,"Rural Deep South",25.3371942391222,8224,13234,"Trump",62.1429650899199,33124,"01"
"56","01111","Randolph, AL",40646000,29939000,4.24558504487811,3.12720982774703,1.65620224552446,332560000,15856000,957371000,22460,5414,23.4707590930767,1602,9127,17.5523173003177,"Rural Deep South",65.1605879150789,9102,11091,"Trump",82.0665404381931,23067,"01"
"57","01113","Russell, AL",96935000,76286000,4.30527167603358,3.38816686519727,1.65033563664369,811320000,37158000,2251542000,58594,12043,20.468412733484,4474,23784,18.8109653548604,"Rural Deep South",-1.6780487804878,10078,20718,"Harris",48.6436914760112,58837,"01"
"58","01115","St. Clair, AL",112921000,73968000,2.50149419313792,1.63858381061119,0.803386335653597,1085213000,36266000,4514142000,93881,10218,10.5419542542326,3581,34477,10.3866345679729,"Appalachia + Ozarks",64.5812568090679,35501,43526,"Trump",81.5627441069705,96927,"01"
"59","01117","Shelby, AL",185192000,100938000,1.19394394126574,0.650753345411685,0.264529320133021,2152304000,41031000,15510946000,230033,12530,5.31001953646454,4206,85414,4.92425129369893,"Metropolitan disproportionately white",41.3106524881821,79666,114698,"Trump",69.4571832115643,235969,"01"
"60","01119","Sumter, AL",23514000,18553000,5.14770592794,4.06163936723105,2.08719181410989,181742000,9534000,456786000,11889,3020,26.0187817696218,1270,4765,26.6526757607555,"Rural Deep South",-41.4467438769698,1542,5307,"Harris",29.055963821368,11607,"01"
"61","01121","Talladega, AL",111277000,84017000,3.34418841439482,2.52494835421704,1.23231616535546,1098148000,41005000,3327474000,80748,13337,16.38955453149,5360,32889,16.2972422390465,"Rural Deep South",33.9475119704224,22100,33250,"Trump",66.4661654135338,81375,"01"
"62","01123","Tallapoosa, AL",61148000,45227000,3.06014188713087,2.26337798667606,1.16469356543463,617883000,23273000,1998208000,40913,7062,17.3517776849554,2714,16548,16.4007735073725,"Rural Deep South",49.8967722443225,14884,20023,"Trump",74.3345153073965,40699,"01"
"63","01125","Tuscaloosa, AL",244342000,182702000,2.50273660956225,1.87137284642117,0.848725385750046,2292193000,82861000,9762993000,236690,27422,11.3684227982024,9992,87289,11.4470322721076,"Rural Deep South",20.5948432652188,50724,85256,"Trump",59.4961058459229,241212,"01"
"64","01127","Walker, AL",89635000,64159000,2.98332850728733,2.13540886594576,1.11258666080885,991040000,33428000,3004530000,64438,10073,15.4351823475329,3539,24843,14.2454614982087,"Appalachia + Ozarks",72.251910978827,25464,29786,"Trump",85.489827435708,65260,"01"
"65","01129","Washington, AL",24860000,17343000,3.76571382695591,2.6270625462951,1.36616946924036,231756000,9019000,660167000,15094,2912,19.3900652550273,696,5678,12.2578372666432,"Rural Deep South",55.6270096463022,6534,8441,"Trump",77.4078900604194,15018,"01"
"66","01131","Wilcox, AL",26147000,22236000,6.5178482401037,5.54292551600359,3.17329743743145,189308000,12730000,401160000,10139,3976,40.3041054232134,1339,3693,36.2577849986461,"Rural Deep South",-31.5909958031286,1793,5263,"Harris",34.0680220406612,9865,"01"
"67","01133","Winston, AL",34012000,23263000,3.27003874590188,2.23659036063493,1.01652709809539,338765000,10573000,1040110000,23741,3418,14.3198290669907,1423,9328,15.2551457975986,"Appalachia + Ozarks",84.0361173814898,10191,11149,"Trump",91.407301103238,23869,"01"
"68","02010","Aleutian Islands Census Area, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"69","02013","Aleutians East Borough, AK",5374000,1843000,2.4758245454001,0.849077900478672,0.42661211928554,15819000,926000,217059000,3430,NA,NA,129,998,12.9258517034068,"Tribal",NA,NA,NA,NA,NA,3632,"02"
"70","02016","Aleutians West Census Area, AK",9098000,2514000,2.56465189177609,0.70867606681964,0.201552660213223,29139000,715000,354746000,5090,NA,NA,49,977,5.01535312180143,"Tribal",NA,NA,NA,NA,NA,5424,"02"
"71","02020","Anchorage Municipality, AK",1205457000,315958000,5.55990416606419,1.45728649010401,0.50468019494259,4214095000,109421000,21681255000,286983,NA,NA,9497,107868,8.80427930433493,"Metropolitan disproportionately white",NA,NA,NA,NA,NA,289600,"02"
"72","02050","Bethel Census Area, AK",122406000,69462000,13.7670955551557,7.8124437646212,4.55967698398416,345487000,40541000,889120000,18259,NA,NA,1974,4661,42.3514267324608,"Tribal",NA,NA,NA,NA,NA,18237,"02"
"73","02060","Bristol Bay Borough, AK",3663000,1169000,2.68790771736977,0.857811663009899,0.301591611203651,13406000,411000,136277000,870,NA,NA,15,283,5.30035335689046,"Tribal",NA,NA,NA,NA,NA,884,"02"
"74","02063","Chugach Census Area, AK",26508000,4919000,5.4527838860239,1.01185468293917,0.28757325609859,80934000,1398000,486137000,6899,NA,NA,213,2679,7.95072788353863,NA,NA,NA,NA,NA,NA,6604,"02"
"75","02066","Copper River Census Area, AK",11692000,3554000,7.49833256374737,2.27925709301729,1.14411779795803,38261000,1784000,155928000,2609,NA,NA,156,1146,13.6125654450262,NA,NA,NA,NA,NA,NA,2631,"02"
"76","02068","Denali Borough, AK",9986000,4011000,5.22091922893935,2.09704656792266,0.268731472428883,52849000,514000,191269000,1575,NA,NA,15,533,2.81425891181989,"Other rural",NA,NA,NA,NA,NA,1621,"02"
"77","02070","Dillingham Census Area, AK",26864000,12974000,9.33912741178515,4.5103424300365,2.57291847731618,78592000,7401000,287650000,4724,NA,NA,415,1383,30.0072306579899,"Tribal",NA,NA,NA,NA,NA,4642,"02"
"78","02090","Fairbanks North Star Borough, AK",377937000,87547000,5.84659413928197,1.35433095227966,0.334579938043617,1320540000,21628000,6464225000,95202,NA,NA,2351,36176,6.49878372401592,"Other rural",NA,NA,NA,NA,NA,94951,"02"
"79","02100","Haines Borough, AK",10396000,2284000,5.90265948990484,1.29681360859395,0.325906747518794,45509000,574000,176124000,2070,NA,NA,24,899,2.66963292547275,"Other rural",NA,NA,NA,NA,NA,2104,"02"
"80","02105","Hoonah-Angoon Census Area, AK",10134000,2604000,6.62378916820267,1.70202753049139,1.0405636822359,45283000,1592000,152994000,2279,NA,NA,135,922,14.6420824295011,"Tribal",NA,NA,NA,NA,NA,2312,"02"
"81","02110","Juneau City and Borough, AK",121576000,23920000,4.87974629943073,0.960086953694669,0.36248098991708,398984000,9031000,2491441000,31740,62916,199.277841125048,916,13138,6.97214187852032,"Tribal",NA,NA,NA,NA,NA,31572,"02"
"82","02122","Kenai Peninsula Borough, AK",252469000,58777000,6.79042811308083,1.58087128797021,0.58283819879059,971398000,21670000,3718013000,60611,NA,NA,2051,23902,8.58087189356539,"Other rural",NA,NA,NA,NA,NA,61259,"02"
"83","02130","Ketchikan Gateway Borough, AK",60106000,16254000,5.99235328424946,1.62046568199832,0.602066706877558,229708000,6039000,1003045000,13772,NA,NA,511,5621,9.09090909090909,"Tribal",NA,NA,NA,NA,NA,13677,"02"
"84","02150","Kodiak Island Borough, AK",55181000,11908000,6.05942477137561,1.30761729902577,0.349525181625715,183184000,3183000,910664000,12639,NA,NA,390,4608,8.46354166666667,"Tribal",NA,NA,NA,NA,NA,12654,"02"
"85","02158","Kusilvak Census Area, AK",67079000,42499000,22.096570171162,13.9996442359638,8.55810153769122,1.64e+08,25980000,303572000,8214,NA,NA,962,1891,50.8725542041248,"Tribal",NA,NA,NA,NA,NA,7946,"02"
"86","02164","Lake and Peninsula Borough, AK",8016000,4004000,8.62324920932034,4.30732158609264,2.01919146281116,26001000,1877000,92958000,1377,NA,NA,92,322,28.5714285714286,"Tribal",NA,NA,NA,NA,NA,1315,"02"
"87","02170","Matanuska-Susitna Borough, AK",443101000,86867000,6.73579595463997,1.32050793654654,0.563336861092726,1373067000,37058000,6578302000,113472,NA,NA,4022,39682,10.1355778438587,"Other rural",NA,NA,NA,NA,NA,117613,"02"
"88","02180","Nome Census Area, AK",62155000,33690000,10.1995103316092,5.52846115472471,3.02662325727939,206497000,18444000,609392000,9791,NA,NA,846,2786,30.3661162957645,"Tribal",NA,NA,NA,NA,NA,9836,"02"
"89","02185","North Slope Borough, AK",34153000,11472000,4.23415091345486,1.42225219685399,0.66984210421915,101574000,5403000,806608000,10811,NA,NA,262,2205,11.8820861678005,"Tribal",NA,NA,NA,NA,NA,10663,"02"
"90","02188","Northwest Arctic Borough, AK",46457000,25009000,11.3202076073978,6.09395940446892,3.15748434416043,166340000,12958000,410390000,7453,NA,NA,633,1817,34.8376444689048,"Tribal",NA,NA,NA,NA,NA,7134,"02"
"91","02195","Petersburg Borough, AK",14099000,3299000,5.73617422932491,1.34219723260819,0.615156779540341,69440000,1512000,245791000,3370,NA,NA,116,1319,8.7945413191812,"Other rural",NA,NA,NA,NA,NA,3436,"02"
"92","02198","Prince of Wales-Hyder Census Area, AK",23952000,6491000,7.97259918316807,2.16057704149733,1.29048793558545,94290000,3877000,300429000,5650,NA,NA,395,2348,16.8228279386712,"Tribal",NA,NA,NA,NA,NA,5746,"02"
"93","02201","Prince of Wales-Outer Ketchikan Census Area, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"94","02220","Sitka City and Borough, AK",33724000,6426000,5.01343894201037,0.955294705294705,0.290186004471719,123365000,1952000,672672000,8353,NA,NA,232,3503,6.62289466171853,"Tribal",NA,NA,NA,NA,NA,8355,"02"
"95","02230","Skagway Municipality, AK",4511000,501000,5.52385384012539,0.613489420062696,0.153066222570533,15540000,125000,81664000,1092,NA,NA,11,451,2.4390243902439,"Other rural",NA,NA,NA,NA,NA,1119,"02"
"96","02231","Skagway-Yakutat-Angoon Census Area, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"97","02232","Skagway-Hoonah-Angoon Census Area, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"98","02240","Southeast Fairbanks Census Area, AK",29687000,9437000,7.00500475463488,2.22677366758141,0.730774403782943,116381000,3097000,423797000,7016,NA,NA,202,2311,8.74080484638685,"Tribal",NA,NA,NA,NA,NA,7313,"02"
"99","02261","Valdez-Cordova Census Area, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tribal",NA,NA,NA,NA,NA,NA,"02"
"100","02275","Wrangell City and Borough, AK",8644000,1684000,6.85020525256368,1.3345379043634,0.500055473665858,45574000,631000,126186000,2071,NA,NA,105,912,11.5131578947368,"Tribal",NA,NA,NA,NA,NA,2064,"02"
"101","02280","Wrangell-Petersburg Census Area, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"102","02282","Yakutat City and Borough, AK",2749000,782000,6.13260161513407,1.7445232677464,0.522018471422835,10571000,234000,44826000,685,NA,NA,12,207,5.79710144927536,"Tribal",NA,NA,NA,NA,NA,690,"02"
"103","02290","Yukon-Koyukuk Census Area, AK",35610000,20531000,10.5625969572839,6.08988144144892,2.22404807598188,143226000,7498000,337133000,5169,NA,NA,558,2317,24.0828657747087,"Tribal",NA,NA,NA,NA,NA,5099,"02"
"104","02901","Aleutian Islands Division, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"105","02903","Angoon Division, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"106","02904","Barrow-North Slope Division, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"107","02905","Bethel Division, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"108","02907","Bristol Bay Division, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"109","02908","Cordova-McCarthy Division, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"110","02910","Haines Division, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
"111","02912","Kenai-Cook Inlet Division, AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02"
